example_id,source_poem_id,source_author,source_title,target_author,split,sample_index,generated_poem,model,backend,delta_lines,delta_stanzas,delta_tokens_per_line,delta_lines_per_stanza,log_path,timestamp
544_Веле Смилевски_0,544,Бранко Цветкоски,БОГИНКИ,Веле Смилевски,train,0,"Вечерен дожд на сиви карпи
Рѓа на стара козја планина
Измиен сив камен на земјата
Рѓата на сивата земја
Студен дожд на карпите

Планински врвови во длабока јама
Длабоки црни вулкани на огнот
Оган средиште на светот
Зевс во долната единица
Камен пад во вулканите

Ноќна крепоста на стара визба
Големо слепо око во ноќта
Завесата на црната ноќта
Затворена визба на окото
Одаите на темна крепоста

Црна темнина на големо средиште
Светско средиште на книгата
Црна тешка книга на одгласот
Одглас на црната тишина
Ѕвечи на црната единица
Црна темнина на светот",gemma-4-31b-it,google,-0.27,-0.29,0.14,0.29,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T165324.369558+0000__Бранко_Цветкоски__Веле_Смилевски.json,2026-09-17T16:53:24.369558+00:00
46_Веле Смилевски_0,46,Ацо Шопов,Ноќта,Веле Смилевски,train,0,"Лажна убавина на светот.
Тонка бела завесата на вистината.
Поет-око во длабока вистината.
Измамена слика на светлиот денот.
Бела единица на тихиот поетот.

Ден-разливање на памената.
Возбудени слики во белите одаите.
Сливање-време на жолтото сонцето.
Жарка единица на денот.
Отворена книга на старата памената.

Ноќ-успивање на тешкиот заборавот.
Тих заборавот на темната ноќта.
Присно спиење во црната темнината.
Темна завесата на долгиот сонот.
Заборавена единица на ноќта.

Недонесена граница на чистата вистината.
Книгата на поетот-око во сонот.
Кориците на белиот светот.
Зевс-тишина во празните одаите.
Бела единица на затворената книгата.",gemma-4-31b-it,google,-1.27,-0.29,0.21,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T165840.956580+0000__Ацо_Шопов__Веле_Смилевски.json,2026-09-17T16:58:40.956580+00:00
134_Влада Урошевиќ_0,134,Јосип Коцев,"Сѐ што ќе создадам, отсега ќе чекори кон тебе",Влада Урошевиќ,train,0,"Градот чекор дојде среде мижи и прашина.
Бетон жила атом сфаќа во тишината.
Улица звук име се преплетуваат во ноќта.
Сенка тело бара пат низ градовите.

Игла кожа шие дрво разлист во небото.
Дух бавча плови низ облаци и светлината.
Корен срце врзува две судби во едно.
Живот нишка плете нова форма на битие.

Здив сапуница краткотраен миг се спојува.
Толку осаменост минува низ прсти и косата.
Две сенки станаат еден здив во ноќта.
Светлината сфаќа сè во овој мигот.
Мир лежи над текот на годините.",gemma-4-31b-it,google,-0.9,0.02,0.47,-0.33,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163943.105539+0000__Јосип_Коцев__Влада_Урошевиќ.json,2026-09-17T16:39:43.105539+00:00
873_Влада Урошевиќ_0,873,Пијан Славеј,ШТРКОТ,Влада Урошевиќ,train,0,"Западен рид кањон Матка прелета сенка.
Прозорец тропне стакло дрво ноќта ветерот.
Снесе бебешки врзопче рака ладна кожа.
Минува тишина среде прашина сивиот градот.

Рече натален запис цртање судбината линија.
Сфаќа нишка времето бавно плови река.
Бебето спие бавча мижи светлината око.
Звезди цртаат патека преку небото прашина.
Среде тишина се слуша здивот ноќта.

Пак ќе дојде чекорот времето главна врата.
Главна врата дрво праг клуч отворете.
Круг затворен времето повторно се враќа.
Влезе тело дух старите патишта земја.
Сфаќа врата клуч вечна ноќна тишината.",gemma-4-31b-it,google,0.1,0.02,-0.08,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T164411.500552+0000__Пијан_Славеј__Влада_Урошевиќ.json,2026-09-17T16:44:11.500552+00:00
949_Влада Урошевиќ_0,949,Ефтим Клетников,темно место,Влада Урошевиќ,train,0,"Слегувам долу низ темнина каде спие Господе.
Данте Овиди чекаат среде празнина каде мижи.
Господине слеге водам чекор низ буф ветрите.
Сфаќа рака камен прашина тишина минуваат тие.

Бавча пламен вода ридот коњ што плови.
Девица Марија носи светлина низ црна ноќта.
Госпоѓ молчи јас лажам за патот што тече.
Среде бездна бараме клуч за заборавена ноќте.

Дух трпа во празен простор каде течето.
Срце бара пламен вода планина коњте.
Слегуваме низ сенки крие вистината.
Пад е тишина сфаќа сèто.
Господине слеге водам чекор кон светлите.
Минува време низ бездна каде спие.",gemma-4-31b-it,google,0.1,0.02,0.42,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T164810.938496+0000__Ефтим_Клетников__Влада_Урошевиќ.json,2026-09-17T16:48:10.938496+00:00
1147_Влада Урошевиќ_0,1147,Ристо Лазаров,МУЗА,Влада Урошевиќ,train,0,"Вран плови среде зелен ливан и летото.
Чекор здив тага низ прашниот пат минува.
Дамар пулсира во темната и тешка ноќта.
Лулашка лелува над празната и стара бавча.

Брашно кожа грев во длабокото сфаќа.
Дипле постелнина топла пот се лее.
Тело надуен здив во ноќта го носи.
Мижи пот по белите и глатки рацете.
Ридот молчи среде страста и жалта.

Птица песна кал во градот се претвора.
Сон лажам во празната и студена соба.
Срце камен тишина во себе го чува.
Среде ноќта самото срце тешко чука.
Светот замолчува во сивата и густа магла.",gemma-4-31b-it,google,0.1,0.02,0.56,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T165330.021083+0000__Ристо_Лазаров__Влада_Урошевиќ.json,2026-09-17T16:53:30.021083+00:00
114_Влада Урошевиќ_0,114,Катица Ќулавкова,"Скршени, набожни",Влада Урошевиќ,train,0,"Крш сенка јазик бавно плови низ тишината.
Лишен човек сфаќа прашина среде градовите.
Суви лисја трпење плови во темните водите.
Кршшшшшшшшшш звук коската се крши во празната.

Морал закон страв скршен дух тешко лежи.
Морање окоп набожен глас во тишината молчи.
Дребно срце мижи среде сите темнини.
Псссссссстстстст завеса покрива секое замрзнато лице.

Преци име пепел бавча бавно се разлета.
Сфаќа празнотија лишен од сопственото име.
Трпење камен тешко минува низ времето.
Крш душата се претвора во сите прашините.
Лажам себеси среде сите мртвите градови.
Скршен свет молчи во сивите ноќи.",gemma-4-31b-it,google,0.1,0.02,0.35,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T165951.207719+0000__Катица_Ќулавкова__Влада_Урошевиќ.json,2026-09-17T16:59:51.207719+00:00
46_Влада Урошевиќ_0,46,Ацо Шопов,Ноќта,Влада Урошевиќ,train,0,"Убавина маска стаклен цел свет измамува.
Поет со сонилни очи длабока вистина сфаќа.
Граница земја небо во сива прашина се топи.
Вистина среде мижи сребрено тишо плови.

Ден возбудено разливање златна јасна светлина.
Време ток силна речна брза струја минува.
Ноќ тишина тежок црн заборав носи.
Сон успивање старите прашни памети брише.
Темнина мирно преплитување сините сенки црните.

Присен миг недонесено празно долго време.
Ридот молчи под тешките сиви облаци.
Дух бавча соништа во раце тихо собира.
Светот лажам со зборови снег бели чисти.
Сонце месечина во едно големо вечно сливање.",gemma-4-31b-it,google,0.1,0.02,0.35,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T180747.277625+0000__Ацо_Шопов__Влада_Урошевиќ.json,2026-09-17T18:07:47.277625+00:00
42_Влада Урошевиќ_0,42,Богомил Ѓузел,Бдеење,Влада Урошевиќ,train,0,"Небото затвора дуќан, бравата чкрипи бавно.
Мрак магнетисува улици, тишината слуша среде ноќта.
Сонцето плови низ сиви облаци, предвреме.
Вечерта сфаќа студ, ветрот мижи по стаклото.

Алкохол леже во чаша, лебец на масата.
Бессоница запалува цигара, пепелта паѓа кроце.
Собата е затвор, ѕидовите се тешки.
Уморот минува низ коски, телото молчи.
Среде ноќта, страв плови низ собата.

Дланта е мапа, линиите се патишта.
Човекот чекори по кожата, бара време.
Судбата е низа, прстот ја следи.
Ридот на дланката сфаќа само прашината.
Самотијата е камен, ноќта го држи.",gemma-4-31b-it,google,0.1,0.02,0.06,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T181142.001281+0000__Богомил_Ѓузел__Влада_Урошевиќ.json,2026-09-17T18:11:42.001281+00:00
122_Влада Урошевиќ_0,122,Гане Тодоровски,Ноќ без интерпункција,Влада Урошевиќ,train,0,"Патувачи во кајче плови среде ноќта.
Разголен страв, вода, темнина, дрво, веслата.
Бродиме кон брег, натежнат поглед, окото.
Сон, стриа, плитка вода, камен, бреговите.
Ветер, сол, вода, пливањето, течето.

Поникнат дух сфаќа сила, одбива точката.
Трепнаоци, тежина, страв, стави запирката.
Умор, коска, ноќта минува, тече времето.
Срце, пулс, борба, одлетуваат сите птиците.
Сонце, сенка, стриа, чекањето, тишината.

Зоро, светлина, брег, повторно дишето.
Сонце, мижи капки, сребро, тече водата.
Почнува патот, градот, буди се зората.
Рака, допир, песок, завршува ноќта.",gemma-4-31b-it,google,0.1,0.02,-0.51,0.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T181626.891951+0000__Гане_Тодоровски__Влада_Урошевиќ.json,2026-09-17T18:16:26.891951+00:00
873_Ефтим Клетников_0,873,Пијан Славеј,ШТРКОТ,Ефтим Клетников,train,0,"Гост тропне на дрвен прозорец.
Ноќта вее над прагот тишината.
Рече: „Еве го времето сега“.
Снесе бебешки врзопче во рака.
Светлината прска во темнината.

Натален лист носи гостот таму.
Западен врв го вика гласот.
Матка прска во кањонот длабок.
Судба избива од карпата сива.
Камен се тресе во рамнината.

Врата се отвораат пак сега.
Птица прелета над рамнината широка.
Круг се затвора во времето.
Дете доаѓа во новиот светот.
Судбината вее во шумскиот ветрот.",gemma-4-31b-it,google,0.13,-0.27,0.16,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163035.768764+0000__Пијан_Славеј__Ефтим_Клетников.json,2026-09-17T16:30:35.768764+00:00
1147_Ефтим Клетников_0,1147,Ристо Лазаров,МУЗА,Ефтим Клетников,train,0,"Вран над ливаните, врвот Пелистер.
Лулашка, чекор, рамнината, ветрот.
Здив, тага, ноќта тука прска.
Сонцето во мракот зајде.
Духот го бара патот.

Дамар, грев, кожата, телото, крвта.
Брашно, раце, диплето тело тече.
Страста во нас сега избива.
Пот, постела, оган во ноќта.
Љубовта го јаде времето.

Надуен плод, земјата, прашината, камен.
Грми тишината, празнината.
Сосема празнина е светот.
Крвта, чекорот, песокот, земјата.
Жизен е овој час.",gemma-4-31b-it,google,0.13,-0.27,-0.37,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163444.264387+0000__Ристо_Лазаров__Ефтим_Клетников.json,2026-09-17T16:34:44.264387+00:00
704_Ефтим Клетников_0,704,Блаже Конески,НОЌНА ПЕСНА,Ефтим Клетников,train,0,"Темносино небо над врвот Бистра.
Месечината тука прска сребро на земја.
Ѕвезди избиваат од мракот.
Песната вее низ шумата и мракот.
Сон се расипува во ноќта.

Мислата тече кон нејќи лика.
Жал опсипува срцето од бол.
Гласот ја пригласува ноќта во тишина.
Жената не се враќа дома.
Празнината го држи патот.

Жуберка гори на рамнината.
Оган окрилува во ветрот.
Тамниот мир опијанува душата.
Сосе шумскиот пат молчи во ноќта.
Срцето тука плаче за нејќи.",gemma-4-31b-it,google,0.13,-0.27,0.16,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163934.806920+0000__Блаже_Конески__Ефтим_Клетников.json,2026-09-17T16:39:34.806920+00:00
114_Ефтим Клетников_0,114,Катица Ќулавкова,"Скршени, набожни",Ефтим Клетников,train,0,"Вардар, јазикот, веќе замолче.
Листа, рамнината, остана празна сега.
Човек, дух, остана скршен тука.
Крш, земјата, се трпа по патот.
Пепел, ветерот, го вее.

Морање, морал, паднато низу планината.
Срце, градите, дребно чука таму.
Кршшшшшшшшшш, прах, сè пукнато.
Трпење, коренот, избива од земја.
Болка, срце, се крше.

Страв, набожен, псссссссстстстст во ноќ.
Сосе, шумскиот ветар, вее над горите.
Сенки, цут, прскаат, избледе.
Ене, прашината, сонцето зајде.
Свет, трпење, се троши во тишина.",gemma-4-31b-it,google,0.13,-0.27,0.03,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T164508.644208+0000__Катица_Ќулавкова__Ефтим_Клетников.json,2026-09-17T16:45:08.644208+00:00
763_Ефтим Клетников_0,763,Пијан Славеј,АБРАКАДАБРА,Ефтим Клетников,train,0,"Птица седи на дрво, кладата.
Дењето дојде врз планината Бистрата.
Спие птицата, шумскиот мир вее.
Ветер дува, рамнината само спие.
Сон се спушта врз неа.

Ноќта прска, месечината сега сјае.
Струја е светлината, ноќта пламе.
Млини црвени, вино црно тече.
Избива магија од сама темнината.
Светот е една нова книга.

Сега птицата сонува, птицата лета.
Рече може, ноќта веќе е.
Храброст е патот, птицата знае.
Утрото е мудрост, утрото спие.
Птицата го бара црниот мракот.",gemma-4-31b-it,google,0.13,-0.27,0.23,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T165955.863627+0000__Пијан_Славеј__Ефтим_Клетников.json,2026-09-17T16:59:55.863627+00:00
46_Ефтим Клетников_0,46,Ацо Шопов,Ноќта,Ефтим Клетников,train,0,"Убавината измамува сите луѓе.
Поетот гледа преку границата на светот.
Очи соништата го водат таму.
Таму кај што стои Галичик.
Светот е загатка.

Ден е недонесен, вода прска.
Рамнината носи возбуденост на водата.
Струите се сливаат во реката.
Паметите се разливаат по земјата.
Сонцето грее каменот на патот.

Ноќ вее, доаѓа заборавот.
Тишината носи успивањето на луѓето.
Присен е мракот во селото.
Сè се брише во ноќта.
Душата во мир се предава.",gemma-4-31b-it,google,0.13,-0.27,0.03,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T172043.171029+0000__Ацо_Шопов__Ефтим_Клетников.json,2026-09-17T17:20:43.171029+00:00
945_Катица Ќулавкова_0,945,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-4,Катица Ќулавкова,train,0,"Поноќна, тешка и густа густина.
Темна, длабока и нема тишина.
Сржта на оваа црната ноќта.
Истовремено се раѓа светлината.
Тонки, невидливи и сребрени нити.
Особено чудна е стварноста.

Вечни и силни се оганите.
Крилна, бела е леснотијата.
Внатрешни, силни и диви поривите.
Станале светли и чисти суштествата.
Чиста, небесна е вистината.
Светла, трептежна е сликата.

Цвеќни, мирисни и бујни градините.
Сладок мирис на плодовите.
Идниот, тежок и моќен претежот.
Зрела, сочна и слатка сладоста.
Зелена, бескрајна и богата обилноста.
Сенка на овошјата.

Расчатали се древните тајни.
Општ, сеопфатен и тивок мирот.
Света, вечна и совршена хармонијата.
Сложени, чудни се предметите.
Духовна, широка и светла ширината.
Тиха, длабока и вечна тишината.

Цврстина на сивиот и тврдиот каменот.
Обновен, широк и празен амбарот.
Творческо, големо и чисто богатството.
Златен, отворен и нов прагот.
Срцето значи цела вечноста.
Светла, чиста и длабока сржта.",gemma-4-31b-it,google,0.77,0.25,0.07,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163006.733941+0000__Ефтим_Клетников__Катица_Ќулавкова.json,2026-09-17T16:30:06.733941+00:00
134_Катица Ќулавкова_0,134,Јосип Коцев,"Сѐ што ќе создадам, отсега ќе чекори кон тебе",Катица Ќулавкова,train,0,"Самтот и тежок градски чекор.
Тишината на прашните улиците.
Толку далечна и сива прашина.
Студена ноќна и густа темнина.
Особено тешка човечка стварност.
Твојот дојде тивок глас.

Тонки и невидливи телесни нити.
Постојано шиење на жила.
Атомска структура на кожата.
Предметите на длабока копниката.
Слепа рака на судбината.
Станале заеднички и тихи снови.

Небесен разлист на високи дрвјата.
Златни гранки на светлината.
Бесконечна и длабока зелена тишина.
Сребрена роса на лисјата.
Висока и свети дрвена молитва.
Сенки на бесконечна вечноста.

Краткотраен и нежен сапуничен меур.
Проѕирен здив на ефирни суштества.
Нежна и бела сапунична пенка.
Сливање на две осамени души.
Ефирна леснотија на битието.
Проѕирна и студена стаклена нива.

Силни поривите на срцето.
Значи крај на осаменоста.
Светла точка на почетокот.
Слика на две споени тела.
Особено чиста и јасна вистина.
Среќна тишина на крајот.",gemma-4-31b-it,google,0.77,0.25,-0.1,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163413.291047+0000__Јосип_Коцев__Катица_Ќулавкова.json,2026-09-17T16:34:13.291047+00:00
873_Катица Ќулавкова_0,873,Пијан Славеј,ШТРКОТ,Катица Ќулавкова,train,0,"Тропнување на старата дрвена врата.
Студен прозорецот со мраз.
Сенка на прагот на куќата.
Непознато мистично суштество.
Ноќна тишина во воздухот.
Прелета над темниот градот.

Бебешко врзопче од свила.
Бели памучни нити на судбината.
Далечни предметите од времето.
Снесена судбината во рацете.
Мека тканина на допирот.
Студени поривите на ветрот.

Натален запис на пергаментот.
Звездена карта на бесконечноста.
Рече тивок збор на ветрот.
Значи вечна врза на душите.
Особено ознака на челото.
Судбински ред на времето.

Западен планински гребен на светлината.
Матка кањонот со длабоката вода.
Студена водата на каменот.
Камен мир на врвовите.
Станале сенките на планината.
Планинска тишина на врвовите.

Пак враќањето во роден домот.
Нити на припадноста и мирот.
Народот чека на прагот.
Вечна стварноста на постоењето.
Завршена приказната на времето.",gemma-4-31b-it,google,-0.23,0.25,-0.32,-0.35,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163839.093412+0000__Пијан_Славеј__Катица_Ќулавкова.json,2026-09-17T16:38:39.093412+00:00
949_Катица Ќулавкова_0,949,Ефтим Клетников,темно место,Катица Ќулавкова,train,0,"Долу, темна и празна бездната.
Слеги, сиви и празни просторите.
Студени станале сите предметите.
Особено тешка и глува тишината.
Чудни, невидливи и страшни суштества.
Глува, изгубена и далечна ноќта.

Данте, старите и тешките зборовите.
Овиди, изгубените и празни стиховите.
Спен Господ, тешкото и вечното.
Буф, празниот и студен здивот.
Непознати, далечни и сиви сенките.
Мртви, замрзнати и тихи поривите.

Господине, јасниот и силен пламенот.
Чиста водата, студената и јасна.
Висока планината, тешкиот сив каменот.
Брз коњот, црната и сјајна кожата.
Остри нити, тесните и сиви врвките.
Потрага по изгубената, темна ноќта.

Света Девица, белата и чиста.
Марија, тихата и света молитвата.
Светла госпоѓ, вечната и добра милоста.
Срцево, тешкото и празно чувството.
Слепите, темните и долги патиштата.
Сенка на вистината, сивата стварноста.

Значи, празната и ладна стварноста.
Народот, далечните и чудни гласовите.
Студени, каменски и тешки плочките.
Вечна, густа и црна темнината.
Слеги, белите и ситни прашините.
Заборавена, стара и далечна ноќта.",gemma-4-31b-it,google,0.77,0.25,0.47,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T164133.375653+0000__Ефтим_Клетников__Катица_Ќулавкова.json,2026-09-17T16:41:33.375653+00:00
1147_Катица Ќулавкова_0,1147,Ристо Лазаров,МУЗА,Катица Ќулавкова,train,0,"проѕирни јасните солзита на жалот
заеднички тешкиот чекорот кон празнината
тенкиот првин дамар на срце
тихите соништа во далечната тагата
особено студената нива на соништата
бела тишина на првин жалот

зелениот широк ливан на соништата
црниот коњ на дивата ливадата
тешката дрвена лулашка на ветрот
бесконечните невидливи нити на време
станале сиви сенки на стварноста
дивата празна просторијата на соништата

жешкото мирисливо брашно на кожата
тешкиот горещ здивот на гревот
гревот на сите тесните предметите
вжештени диви поривите на тело
тесната топла кожата на суштествата
суштествата од првин оганот на страста

црниот мал вранот на главата
голата бледа главата на стварноста
надуеното меко дипле на кожата
статични бели формите на тишината
студена сива стварноста на време
бела тешка тишината на осаменоста

осамената дрвена вратката на куќава
туѓиот далечен народот на сенките
прекинатите тенки врските на нитите
последната сува стрната на жалот
острото студено срце на празнината
останатата горка самотијата на крајот",gemma-4-31b-it,google,0.77,0.25,0.43,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T164629.281471+0000__Ристо_Лазаров__Катица_Ќулавкова.json,2026-09-17T16:46:29.281471+00:00
763_Катица Ќулавкова_0,763,Пијан Славеј,АБРАКАДАБРА,Катица Ќулавкова,train,0,"Ноќна птица на стара клада.
Слепо дење, јака, бела светлина.
Особено тешка, станале сиви сенки.
Сонливи очи, затворена, темна визија.
Тишината на овој белиот ден.
Студена стварност на жаркото сонцето.

Сега месечина, една сребрена нит.
Сонливи суштества, ладна, темна ноќ.
Бела светлина, една тиха вистина.
Сонува далечни, многу темни светови.
Сребрената прашина на далечното небото.
Мистична тишина, една чиста форма.

Електрични светилки, сини, брзи пориви.
Црвени вретена, овие механичките предметите.
Странни кругови, станале сива прашина.
Светлината на сите градските улици.
Стегнати нити на старото времето.
Сенките на сите железните столбови.

Темно вино, крвната, тешка чаша.
Тајната рече, една длабока боја.
Мистична течност, една тешка капка.
Значи магија, една црвена вистина.
Срцето на оваа ноќната птица.
Сенката на сите старите чаши.

Утринска мудрост, една тиха свест.
Ноќната сила, една смела желба.
Може секој поглед, целото значењето.
Бесконечна ноќ, една темна вечност.
Народот на сите сонилните птици.
Светлината на оваа сребрена месечината.",gemma-4-31b-it,google,0.77,0.25,0.4,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T165208.170862+0000__Пијан_Славеј__Катица_Ќулавкова.json,2026-09-17T16:52:08.170862+00:00
544_Катица Ќулавкова_0,544,Бранко Цветкоски,БОГИНКИ,Катица Ќулавкова,train,0,"Вечерниот измиен сивиот дождот
Рѓата на старите ридовите
Козјата камениста тешка тишината
Студени сиви старите предметите
Тешката земна сива крепоста
Особено старите студени камените

Високите планините станале вулканите
Врелите течни црвените вулканите
Камените тешки темни валите
Огнени суштества во нитите
Силните поривите на јагленот
Оваа чудна визија визбата

Големото космичко затворено тешко окото
Затворената тешка црна долга पापката
Мигот на тешкиот вечен крајот
Сонливите темни долги сиви нитите
Студената ноќна вечна тешка тишината
Значи крај на целата светлината

Густата црна тешка длабока темнината
Празнината што долго и трпне
Бескрајните црни празни сиви просторите
Сенки на заборавениот тежок народот
Тешките невидливи стварностите на светот
Особено длабоката ноќна сива ноќта

Средиштето на целиот тежок светот
Светлата празна бела чиста точката
Сребреното јасно вечно сиво ѕвечењето
Новата космичка чиста вечна вистината
Светлината од длабока црна темнината
Оваа вечна нова мистична промената",gemma-4-31b-it,google,0.77,0.25,0.0,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T165739.471782+0000__Бранко_Цветкоски__Катица_Ќулавкова.json,2026-09-17T16:57:39.471782+00:00
949_Пијан Славеј_0,949,Ефтим Клетников,темно место,Пијан Славеј,train,0,"Одам долу многу тешко.
Слеге, погледнете ме.
Данте молчи многу тиво.
Овиди чека долго таму.
Господ спие многу длабоко.
Сè се расипе брзо сега.
Дланките треперат силно тука.

Господине, дајте вода и оган.
Буфни силно и кратко сега.
Госпоѓ, води ме тешко.
Девица, Марија, плукни силно.
Сакам коњ многу брзо.
Планина стои многу цврсто.
Велат дека е ноќта таму.
Плени ме ваков сега.",gemma-4-31b-it,google,0.31,-0.45,-0.19,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T162950.262951+0000__Ефтим_Клетников__Пијан_Славеј.json,2026-09-17T16:29:50.262951+00:00
1147_Пијан Славеј_0,1147,Ристо Лазаров,МУЗА,Пијан Славеј,train,0,"Чекорот тешко паѓа сега
здивот силно плени душата
дамарот брзо тече во тебе
гревот тивко се расипе
брашното бели бели дланките
ливан бавно се лулашка
диплето тесно се стега

вранот силно лета горе
надуено се чека жена
велат дека си замина
песната тешко се пее
птицата грубо плукни песната
саме се чека сега
саме се спие во тебе",gemma-4-31b-it,google,-0.69,-0.45,-0.25,1.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163409.277978+0000__Ристо_Лазаров__Пијан_Славеј.json,2026-09-17T16:34:09.277978+00:00
114_Пијан Славеј_0,114,Катица Ќулавкова,"Скршени, набожни",Пијан Славеј,train,0,"Велат дека лишени сме сега
Треперат тешко овие дланките
Скршено се чека тука
Дребно се молчи така сега
Мораме така долго да стоиме
Набожно се предаваме сите

Псссссссстстстст молчи сега
Листата паѓа суво сега
Крш се чуе тука
Кршшшшшшшшшш се чуе така
Трпењето тешко плени нас тука
Морално се расипе сè
Ваков се губиме сега
Свират тешко тишините
Плукни ја оваа душата",gemma-4-31b-it,google,0.31,-0.45,-0.26,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T165019.103113+0000__Катица_Ќулавкова__Пијан_Славеј.json,2026-09-17T16:50:19.103113+00:00
42_Пијан Славеј_0,42,Богомил Ѓузел,Бдеење,Пијан Славеј,train,0,"Небото тесно сега бавно затвора
Дуќанот веќе бавно затвора
Лебец јадам сам многу сега
Алкохол пијам силно веќе
Бессоницата тешко мене плени
Слушам тишината многу сега
Велат дека ноќта доаѓа

Хоризонтот чкрипи многу јасно сега
Сонцето предвреме силно запалува
Силно мене тоа магнетисува
Дланките велат јасно таму сега
Судбината тешко таму стои
Ваков јас сега се расипе
Сонцето многу силно грее
Ноќта тешко сега бавно мине",gemma-4-31b-it,google,0.31,-0.45,0.01,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T180917.126256+0000__Богомил_Ѓузел__Пијан_Славеј.json,2026-09-17T18:09:17.126256+00:00
122_Пијан Славеј_0,122,Гане Тодоровски,Ноќ без интерпункција,Пијан Славеј,train,0,"Патувачи бродиме по брега
кајче плува бавно низ ноќта
поникнато одиме кон вода
разголено стоиме во ноќта
натежнато се влечеме без сила
ваков се расипе во темнина
дланките тресе силно ноќта

Велат дека зоре повторно сега
сила нема за една запирка
не запираме стравно кон брега
повторно се раѓаме во светлина
дланките плена силно во ноќта
крајот доаѓа бавно во ноќта
светот се буди сега",gemma-4-31b-it,google,-0.69,-0.45,0.25,1.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T181314.097473+0000__Гане_Тодоровски__Пијан_Славеј.json,2026-09-17T18:13:14.097473+00:00
945_Ристо Лазаров_0,945,Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-4,Ристо Лазаров,train,0,"Поноќ, црна густина на темнината.
Сржта на Преспа, тишината.
Сонце во ноќта.

Оган во градите, расчатали тајни.
Сетне пламната, искри на срцето.
Светлина од старите песни.

Истовремено крилјата, висок летот.
Лет над троата, прашина на патот.
Висина на вековите, облаката.

Претеж на мирисите, слатката тежина.
Слива, јаблука, мирис на розата.
Среде градината, мирис на плодовите.

Општ мирот, тихата хармонија.
Хармонија на звуците, песна на водата.
Световна талката, мир на умот.

Цврстина на каменот, цврст темел на светот.
Амбара на светлината, златните зрна.
Севезден богатството, име на вечноста.

Обновен човек, почеток на времето.
Мераци на душата, радост на срцето.
Свети Наум, мир на тишината.",gemma-4-31b-it,google,-0.35,-0.23,0.32,0.05,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T163034.539455+0000__Ефтим_Клетников__Ристо_Лазаров.json,2026-09-17T16:30:34.539455+00:00
